"Day","Items","Note","Amount"
"80","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"80","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"80","Rental Expense","Cash Payment - RentalChicago","(1480)"
"80","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"80","Rental Expense","Cash Payment - RentalMiami","(1200)"
"79","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"79","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"79","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"79","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"79","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"79","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"79","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"79","Salary Expense","Cash Payment - Salary Expense","(25668)"
"79","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 13813","(200)"
"79","Sales E Commerce","Revenue - E-Commerce Sales","9462"
"79","Shipping Expense","Cash Payment - Move Stock ID: 13601","(10775)"
"79","Retail","Revenue - Retail Sales New York - Mouthwash","24056"
"79","Retail","Revenue - Retail Sales New York - Body Wash","26145"
"79","Retail","Revenue - Retail Sales New York - Shampoo","69615"
"79","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1984"
"79","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","3968"
"79","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","5922"
"79","Retail","Revenue - Retail Sales Chicago - Mouthwash","4774"
"79","Retail","Revenue - Retail Sales Chicago - Body Wash","7560"
"79","Retail","Revenue - Retail Sales Chicago - Shampoo","8580"
"79","Retail","Revenue - Retail Sales San Francisco - Mouthwash","704"
"79","Retail","Revenue - Retail Sales San Francisco - Body Wash","1612"
"79","Retail","Revenue - Retail Sales San Francisco - Shampoo","2520"
"79","Rental Expense","Cash Payment - RentalNew York","(8040)"
"79","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(822)"
"79","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"79","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"79","Rental Expense","Cash Payment - RentalChicago","(1480)"
"79","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"79","Rental Expense","Cash Payment - RentalMiami","(1200)"
"78","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"78","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"78","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"78","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"78","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"78","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"78","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"78","Salary Expense","Cash Payment - Salary Expense","(25668)"
"78","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 13788","(200)"
"78","Sales E Commerce","Revenue - E-Commerce Sales","9656"
"78","Retail","Revenue - Retail Sales New York - Mouthwash","48930"
"78","Retail","Revenue - Retail Sales New York - Body Wash","54038"
"78","Retail","Revenue - Retail Sales New York - Shampoo","68686"
"78","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","5733"
"78","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","10122"
"78","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","6161"
"78","Retail","Revenue - Retail Sales Chicago - Mouthwash","10120"
"78","Retail","Revenue - Retail Sales Chicago - Body Wash","13395"
"78","Retail","Revenue - Retail Sales Chicago - Shampoo","11542"
"78","Retail","Revenue - Retail Sales San Francisco - Mouthwash","2444"
"78","Retail","Revenue - Retail Sales San Francisco - Body Wash","2703"
"78","Retail","Revenue - Retail Sales San Francisco - Shampoo","3120"
"78","Rental Expense","Cash Payment - RentalNew York","(8040)"
"78","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(825)"
"78","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"78","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"78","Rental Expense","Cash Payment - RentalChicago","(1480)"
"78","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"78","Rental Expense","Cash Payment - RentalMiami","(1200)"
"77","Human Resource Expense","Counselled","(2000)"
"77","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"77","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"77","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"77","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"77","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"77","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"77","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"77","Salary Expense","Cash Payment - Salary Expense","(25668)"
"77","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 13009","(300)"
"77","Sales E Commerce","Revenue - E-Commerce Sales","16934"
"77","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 13615","(100)"
"77","Sales E Commerce","Revenue - E-Commerce Sales","4821"
"77","Retail","Revenue - Retail Sales New York - Mouthwash","12642"
"77","Retail","Revenue - Retail Sales New York - Body Wash","13981"
"77","Retail","Revenue - Retail Sales New York - Shampoo","22997"
"77","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1519"
"77","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","2520"
"77","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1891"
"77","Retail","Revenue - Retail Sales Chicago - Mouthwash","2714"
"77","Retail","Revenue - Retail Sales Chicago - Body Wash","3478"
"77","Retail","Revenue - Retail Sales Chicago - Shampoo","2842"
"77","Retail","Revenue - Retail Sales San Francisco - Mouthwash","564"
"77","Retail","Revenue - Retail Sales San Francisco - Body Wash","663"
"77","Retail","Revenue - Retail Sales San Francisco - Shampoo","720"
"77","Services","Revenue - Service Sales Order ID: 13220","165900"
"77","Rental Expense","Cash Payment - RentalNew York","(8040)"
"77","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(828)"
"77","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"77","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"77","Rental Expense","Cash Payment - RentalChicago","(1480)"
"77","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"77","Rental Expense","Cash Payment - RentalMiami","(1200)"
"76","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 13512","(240000)"
"76","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"76","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"76","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"76","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"76","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"76","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"76","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"76","Salary Expense","Cash Payment - Salary Expense","(26159)"
"76","Retail","Revenue - Retail Sales New York - Mouthwash","11886"
"76","Retail","Revenue - Retail Sales New York - Body Wash","14678"
"76","Retail","Revenue - Retail Sales New York - Shampoo","21594"
"76","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1421"
"76","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","2478"
"76","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1830"
"76","Retail","Revenue - Retail Sales Chicago - Mouthwash","4600"
"76","Retail","Revenue - Retail Sales Chicago - Body Wash","6204"
"76","Retail","Revenue - Retail Sales Chicago - Shampoo","5162"
"76","Retail","Revenue - Retail Sales San Francisco - Mouthwash","564"
"76","Retail","Revenue - Retail Sales San Francisco - Body Wash","663"
"76","Retail","Revenue - Retail Sales San Francisco - Shampoo","780"
"76","Rental Expense","Cash Payment - RentalNew York","(8040)"
"76","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(840)"
"76","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"76","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"76","Rental Expense","Cash Payment - RentalChicago","(1480)"
"76","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"76","Rental Expense","Cash Payment - RentalMiami","(1200)"
"75","Human Resource Expense","Attended Training","(15000)"
"75","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"75","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"75","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"75","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"75","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"75","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"75","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"75","Salary Expense","Cash Payment - Salary Expense","(26159)"
"75","Retail","Revenue - Retail Sales New York - Mouthwash","12516"
"75","Retail","Revenue - Retail Sales New York - Body Wash","13407"
"75","Retail","Revenue - Retail Sales New York - Shampoo","21106"
"75","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1421"
"75","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","2562"
"75","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1708"
"75","Retail","Revenue - Retail Sales Chicago - Mouthwash","4416"
"75","Retail","Revenue - Retail Sales Chicago - Body Wash","6345"
"75","Retail","Revenue - Retail Sales Chicago - Shampoo","4930"
"75","Retail","Revenue - Retail Sales San Francisco - Mouthwash","564"
"75","Retail","Revenue - Retail Sales San Francisco - Body Wash","663"
"75","Retail","Revenue - Retail Sales San Francisco - Shampoo","720"
"75","Services","Revenue - Service Sales Order ID: 12423","328700"
"75","Rental Expense","Cash Payment - RentalNew York","(8040)"
"75","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(738)"
"75","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"75","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"75","Rental Expense","Cash Payment - RentalChicago","(1480)"
"75","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"75","Rental Expense","Cash Payment - RentalMiami","(1200)"
"74","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"74","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"74","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"74","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"74","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"74","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"74","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"74","Salary Expense","Cash Payment - Salary Expense","(26545)"
"74","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 12828","(200)"
"74","Sales E Commerce","Revenue - E-Commerce Sales","9348"
"74","Retail","Revenue - Retail Sales New York - Mouthwash","12894"
"74","Retail","Revenue - Retail Sales New York - Body Wash","13817"
"74","Retail","Revenue - Retail Sales New York - Shampoo","24766"
"74","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1470"
"74","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","2604"
"74","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1952"
"74","Retail","Revenue - Retail Sales Chicago - Mouthwash","4554"
"74","Retail","Revenue - Retail Sales Chicago - Body Wash","6157"
"74","Retail","Revenue - Retail Sales Chicago - Shampoo","5162"
"74","Retail","Revenue - Retail Sales San Francisco - Mouthwash","611"
"74","Retail","Revenue - Retail Sales San Francisco - Body Wash","663"
"74","Retail","Revenue - Retail Sales San Francisco - Shampoo","780"
"74","Rental Expense","Cash Payment - RentalNew York","(8040)"
"74","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(729)"
"74","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"74","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"74","Rental Expense","Cash Payment - RentalChicago","(1480)"
"74","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"74","Rental Expense","Cash Payment - RentalMiami","(1200)"
"73","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"73","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"73","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"73","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"73","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"73","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"73","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"73","Salary Expense","Cash Payment - Salary Expense","(26545)"
"73","Retail","Revenue - Retail Sales New York - Mouthwash","12642"
"73","Retail","Revenue - Retail Sales New York - Body Wash","14227"
"73","Retail","Revenue - Retail Sales New York - Shampoo","24644"
"73","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","1568"
"73","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","2646"
"73","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","1952"
"73","Retail","Revenue - Retail Sales Chicago - Mouthwash","4508"
"73","Retail","Revenue - Retail Sales Chicago - Body Wash","6392"
"73","Retail","Revenue - Retail Sales Chicago - Shampoo","4930"
"73","Retail","Revenue - Retail Sales San Francisco - Mouthwash","564"
"73","Retail","Revenue - Retail Sales San Francisco - Body Wash","663"
"73","Retail","Revenue - Retail Sales San Francisco - Shampoo","720"
"73","Rental Expense","Cash Payment - RentalNew York","(8040)"
"73","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","(723)"
"73","Rental Expense","Cash Payment - RentalDetroit","(1200)"
"73","Rental Expense","Cash Payment - RentalWashington, D.C.","(2440)"
"73","Rental Expense","Cash Payment - RentalChicago","(1480)"
"73","Rental Expense","Cash Payment - RentalSan Francisco","(2240)"
"73","Rental Expense","Cash Payment - RentalMiami","(1200)"
"72","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(300)"
"72","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(300)"
"72","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(200)"
"72","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(100)"
"72","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(100)"
"72","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(100)"
"72","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(100)"
"72","Salary Expense","Cash Payment - Salary Expense","(27263)"
"72","Retail","Revenue - Retail Sales New York - Mouthwash","12516"
"72","Retail","Revenue - Retail Sales New York - Body Wash","13817"
"72","Retail","Revenue - Retail Sales New York - Shampoo","25864"
